3011.19,2566.93,2827.02,2822.24,2982.42,2944.43,2597.3,2994.61,2795.56,2850.22,2844.22,2833.55,2820.01,2537.33,3102.99,3177.74,2592.42,2536.51,3139.91,2921.83,2801.17,2750.96,2805.83,2986.47,2748.79,2819.5,2935.24,2909.84,2963.31,3123.26,2990.11,3184.4,2927.77,2772.37,2745.31,2926.35,2656.28,2931.61,2841.22,2834.06,2518.49,2774.17,2915.79,2872.71,2911.52,2719.34,2845.21,2809.46,2841.98,3128.14,2816.13,2618.48,2673.84,2857.36,2316.68,2934.6,3097.39,2758.59,2951.83,2940.17,2891.46,2403.83,2751.96,2821.57,2683.93,2782.27,3015.5,2721.42,3129.32,2570.54,2806.99,2900.66,2885.81,2901.18,2527.35,2718.7,3031.49,3114.05,3066.8,2934.02,2801.09,2886.99,2348.66,2492.06,2673.35,2992.86,2602.66,2819,2852.03,2654.57,2879.95,2740.25,2744.31,2628.96,2923.69,2386.22,2846.22,2846.86,2837.46,2901.77,
2735.3,2301.55,2607.59,2605.9,2658.17,2750.46,2345.63,2627.57,2294.37,2715.77,2696.97,2575.78,2642.73,2396.67,2734.97,2662.25,2352.52,2263.09,2653.61,2735.73,2449.21,2331.77,2461.58,2661.28,2458.19,2619.06,2582.23,2311.05,2662.46,2649.4,2639.26,2608.07,2599.7,2651.87,2526.65,2544.6,2420.12,2613.78,2642.69,2563.26,2364.7,2458.93,2494.97,2623.9,2424.25,2625.12,2461.7,2614.39,2396.52,2812.75,2490.03,2357.82,2416.44,2435.81,2321.21,2474.83,2692.68,2504.18,2444.41,2686.61,2620.29,2050.76,2628.48,2576.17,2314.62,2623.03,2488.34,2522.61,2684.8,2214.16,2435.89,2579.73,2643.65,2444.55,2285.11,2580.81,2720.6,2671.52,2505.62,2513.28,2636.34,2574.85,2328.41,2300.21,2505.01,2578.65,2497.73,2507.29,2367.9,2524.18,2425.3,2394.72,2306.95,2282.52,2725.15,2541.67,2609.36,2572.57,2207.76,2521.13,
2350.39,1870.99,2186.14,2096.86,2379.5,2311.78,2244.14,2432.38,2129.85,2231.68,2150.67,2239.66,2301.13,1965.02,2305.18,2342.47,2198.52,1969.03,2484.94,2267.97,2041.31,2116.24,2243.05,2395.08,2318.99,2143.39,2298.06,2303.24,2296.73,2420.59,2266.99,2589.5,2244.5,2295.86,2088.95,2294.97,2236.02,2215.87,2240.23,2251.18,2184.72,2371.04,2242.11,2457.5,2284.59,2207.95,2286.85,2188.5,2310.03,2284.99,2391.28,2303.85,2310.46,2200.97,1967.29,2237.37,2371.65,2120.11,2394.21,2137.51,2122.84,1805.66,2214.32,2215.91,2025.34,2233.62,2127.67,2033.81,2493.35,1881.26,2086.55,2315.63,2164.02,2366.88,2015.5,2085.56,2453.7,2299.93,2294.65,2222.85,2279.42,2263.03,2155.66,2063.39,2090.58,2352.39,2052.95,2102.24,2343.06,2246.24,2191.44,2078.95,2061.25,2152.26,2349.66,2109.02,2252.87,2177.21,2149.46,2240.09,
2579.53,2052.3,2481.16,2375.4,2618.52,2623.38,2187.18,2621.81,2231.28,2420.4,2476.66,2286.87,2448.46,2221.01,2458.73,2688.21,2302.58,2055.29,2715.93,2358.21,2347.39,2230.82,2333.88,2525.47,2522.9,2201.56,2552.12,2343.44,2544.26,2611.93,2518.93,2655.09,2542.81,2519.75,2287.7,2430.9,2134.01,2411.75,2409.5,2516.27,2224,2400.71,2415.68,2340.63,2356.17,2318.86,2129.24,2431.95,2271.32,2709.4,2369.22,2362.78,2541.14,2320.38,2269,2177.57,2480.75,2290.29,2516.7,2508.37,2325.9,2125.59,2366.41,2495.49,2169.86,2401.45,2483.5,2481.09,2628.02,2143.41,2234.33,2401.58,2328.85,2457.12,2127.9,2269.05,2493.87,2422.04,2321.89,2435.93,2510.53,2419.56,2202.43,2133.94,2483.62,2481.06,2165.22,2394.41,2437.06,2265.38,2508.6,2244.06,2354.21,2110.61,2484.21,2216.56,2293.29,2270.71,2321.53,2112.14,
2860.47,2217.27,2724.05,2578.78,2834.88,2588.02,2496.22,2836.68,2474.9,2781.58,2686.04,2637,2683.78,2484.96,2795.03,2828.57,2519.13,2381.2,2935.65,2687.97,2499.16,2378.2,2455.73,2775.49,2592.75,2508.07,2650.29,2688.07,2667.96,2785.8,2751.89,2802.9,2679.88,2775.16,2576.51,2714.39,2454.27,2683.36,2628.59,2504.76,2439.34,2658.08,2515.99,2711.08,2568.16,2523.49,2489.45,2595.18,2474.4,2814.5,2529.83,2463.35,2531.64,2650.2,2270.25,2476.29,2723.04,2601.51,2742.7,2738.9,2530.75,2295.05,2452.51,2584.22,2434.04,2674.14,2615.19,2542.75,2706.68,2437.49,2593.46,2783.15,2759.24,2641.7,2256.21,2443.31,2779.11,2863.06,2568.88,2680.75,2612.27,2708.19,2254.36,2476.41,2606.43,2822.2,2492.32,2576.62,2763,2475.53,2645.95,2405.53,2532.4,2240.59,2709.98,2484.69,2411.3,2485.6,2513.94,2656.77,
2897.28,2496.84,2666.31,2752.89,2949.88,2995.27,2678.55,2909.92,2557.61,2653.93,2738.44,2766.38,2725.16,2672.29,2702.4,2840.11,2730.21,2528.9,2939.1,2696.62,2720.02,2852.11,2847.87,2825.1,2693.5,2658.27,2721.89,2706.78,2786.59,2816.13,2814.6,3149.33,2791.11,2720.39,2522.1,2876.89,2495.96,2850.05,2793.43,2900.45,2480.85,2764.55,2760.33,3005.7,2687.04,2636.91,2565.61,2616.37,2653.51,3017.72,2824.24,2661.58,2610.78,2688.5,2327.52,2838.52,2825.67,2741.73,2939.55,2919.29,2753.65,2197.36,2926.29,2852.61,2491.96,2838.31,2737.29,2659.84,2870.04,2437.63,2674.51,2707.16,2734.33,2967.14,2655.97,2843.27,2935.82,2979.44,2622.55,2773.73,2792.74,2813.8,2450.96,2540.02,2597.55,2844.7,2662.04,2748.33,2660.54,2778.22,2977.47,2699.22,2569.08,2464.98,2858.37,2470.85,2845.54,2761.78,2635.23,2683.52,
2470.88,2074.23,2430.58,2348.3,2526.66,2727.07,2288.64,2673.6,2239.83,2420.36,2336.04,2395.18,2513.55,2277.29,2556.15,2588.43,2299.82,2072.79,2664.23,2398.29,2328.95,2283.84,2345.06,2566.76,2336.57,2423.07,2367.52,2297.37,2448.88,2403.43,2539.46,2672.29,2385.54,2546.16,2281.15,2523.49,2270.04,2443.84,2305.95,2301.48,2221.71,2415.83,2337.51,2522.16,2443.91,2248.03,2282.03,2360.49,2333.97,2449.18,2331.63,2449.15,2229.15,2536.75,2137.67,2318.88,2524.71,2380.07,2511.3,2420.45,2385.69,1911.64,2182.45,2566.75,2371.99,2430.9,2543.28,2323.07,2576.73,2129.6,2448.12,2569.91,2411.05,2463.41,2354.72,2248.64,2589.53,2610.12,2416.45,2437.79,2596.15,2430.77,2225.23,2256.38,2442.06,2556.58,2342.34,2371.66,2387.96,2441.16,2343.27,2325.48,2475.34,2193.89,2462.86,2198.1,2476.88,2292.57,2175.9,2424.08,
2545.33,2226.26,2473.85,2432.88,2455.2,2590.59,2112.85,2612.77,2188.18,2497.85,2404.46,2484.23,2523.77,2174.31,2603.34,2491.8,2157.96,2162.37,2751.78,2540.85,2323.8,2419.2,2410.71,2526.24,2414.93,2494.2,2443.82,2390.8,2519.89,2496.79,2556,2646.12,2476.26,2487.24,2335.21,2572.83,2375.38,2350.17,2187.16,2507.55,2317.18,2428.68,2410.59,2488.2,2416.54,2169.15,2266.64,2383.03,2409.92,2726.61,2433.27,2369.71,2339.55,2375.79,2134.18,2433.92,2562.93,2337.97,2471.57,2457.65,2353.62,2013.71,2368.78,2456.07,2254.24,2411.41,2478.19,2331.2,2477.81,2085.39,2459.92,2744.84,2533.24,2541.17,2066.8,2273.55,2695.07,2441.43,2356.66,2436.64,2534.13,2389.66,2199.18,2102.36,2457.9,2555.49,2155.67,2479.17,2278.72,2303.07,2345.21,2297.29,2232.77,2089.32,2528.55,2213.77,2386.95,2426.17,2456.67,2493.89,
2669.07,2004.23,2404.38,2528.56,2658.35,2632.95,2410.51,2613.2,2347.93,2369.23,2524.49,2497.12,2643.15,2331.06,2544.78,2824.57,2356.89,2214.7,2772.15,2474.09,2627.05,2435.51,2433.38,2703.36,2593.5,2541.61,2481.65,2573.64,2665.69,2674.62,2490.17,2850.56,2582.96,2640.31,2233.77,2628.74,2242.79,2506.76,2518.23,2514.58,2228.62,2665.14,2427.02,2468.14,2631.09,2378.59,2459.22,2425.38,2392.25,2745.43,2491.05,2385.07,2344.19,2560.66,2238.85,2618.49,2608.43,2475.11,2533.7,2504.01,2449.19,2181.32,2514.88,2480.59,2315.07,2478.47,2581.96,2441.02,2757.32,2130.54,2471.35,2501.85,2645.04,2559.58,2204.14,2380.81,2921.08,2607.02,2481.11,2547.8,2580.38,2483.4,2351.74,2366.15,2421.9,2687.6,2332.06,2526.19,2476.1,2403.03,2612.76,2321.15,2500.77,2474.69,2565.84,2297,2659.33,2571.73,2500.64,2482.24,
2887.27,2378,2618.79,2626.69,2701.22,2865.92,2622.63,2744.09,2661.59,2564.02,2721.43,2694.4,2584.84,2319.62,2805.09,2695.38,2486.55,2284.86,2851.51,2793.42,2389.78,2609.06,2448.21,3097.37,2510.61,2623.89,2493.77,2655.33,2667.3,2673.13,2861.46,2977.74,2603.93,2870.21,2468.6,2745.5,2515,2649.17,2624.94,2512.58,2402.39,2584.04,2720.76,2710.79,2676.47,2468.72,2525.57,2737.23,2451.32,2588.98,2609.92,2636.12,2522.14,2657.09,2317.91,2607.77,2757.43,2606.13,2796.01,2647.21,2605.78,1995.44,2714.2,2685.29,2385.5,2644.71,2748.25,2499.7,2942.5,2247.95,2515.45,2897.21,2730.48,2588.32,2562.56,2565.27,2783.62,2712.02,2651.04,2572.32,2805.98,2682.64,2290.61,2662.21,2497.53,2740.25,2574.94,2623.44,2700.89,2627.38,2659.12,2476.17,2363.23,2451.03,2810.8,2463.46,2762.94,2541.82,2534.98,2666.13,
