0.845918,0.704654,0.978701,0.841324,0.969068,0.069154,0.722679,0.081745,0.405407,0.467720,0.865116,0.307999,0.238181,0.637445,0.788649,0.032792,0.447915,0.744881,0.157134,0.360103,0.692661,0.342750,0.715048,0.729533,0.493342,0.922968,0.398453,0.400274,0.063579,0.639794,0.995021,0.345773,0.130657,0.604277,0.072135,0.913238,0.884744,0.868661,0.939188,0.851675,0.019503,0.502831,0.281167,0.178333,0.945318,0.931827,0.322365,0.956192,0.206087,0.488941,0.595846,0.173450,0.493248,0.911236,0.992757,0.437145,0.760496,0.661448,0.223321,0.809000,0.967626,0.883566,0.057293,0.644599,0.102185,0.247673,0.524798,0.080777,0.999065,0.934101,0.366881,0.774523,0.672871,0.250281,0.425588,0.198571,0.930075,0.526420,0.925917,0.416310,0.779496,0.727260,0.412477,0.757250,0.996231,0.888011,0.112042,0.567165,0.515738,0.899889,0.183877,0.378861,0.967902,0.092351,0.690435,0.929247,0.298812,0.899760,0.622233,0.859777
0.123770,0.508562,0.957944,0.982480,0.274598,0.181512,0.022465,0.845064,0.087527,0.636783,0.371847,0.480493,0.726273,0.931968,0.251124,0.381059,0.113127,0.100365,0.788962,0.451827,0.287915,0.868789,0.203755,0.352942,0.424568,0.288487,0.818069,0.026217,0.049052,0.881122,0.242321,0.947267,0.706483,0.510060,0.968639,0.925691,0.702795,0.850521,0.380002,0.678935,0.589998,0.417931,0.288825,0.407942,0.006271,0.502750,0.798311,0.956393,0.998786,0.763376,0.288990,0.151336,0.831863,0.379456,0.954897,0.142704,0.736025,0.287800,0.190120,0.246117,0.772929,0.343804,0.656978,0.606430,0.890459,0.631777,0.302269,0.920606,0.916869,0.325704,0.640246,0.141432,0.509100,0.658293,0.183604,0.741443,0.841976,0.155224,0.136073,0.120760,0.273479,0.685878,0.198033,0.476821,0.153270,0.345560,0.084912,0.957480,0.959209,0.195395,0.945226,0.170055,0.574328,0.383230,0.812443,0.394276,0.324079,0.982906,0.712953,0.352304
0.284761,0.395353,0.022284,0.509913,0.404810,0.446571,0.806342,0.486211,0.375724,0.798072,0.991380,0.591787,0.662713,0.079841,0.354589,0.149277,0.729709,0.312249,0.655793,0.002275,0.074721,0.788942,0.902013,0.225036,0.595645,0.011973,0.002619,0.068116,0.962797,0.232292,0.937560,0.895351,0.389656,0.699152,0.005636,0.106801,0.075520,0.360573,0.192696,0.095511,0.054432,0.486503,0.316447,0.848917,0.570321,0.208749,0.505501,0.046854,0.373272,0.489717,0.798922,0.267249,0.190096,0.895265,0.295420,0.581279,0.134749,0.849671,0.398987,0.097715,0.026439,0.534815,0.462170,0.034660,0.298895,0.115360,0.939359,0.618423,0.864218,0.192581,0.058545,0.778621,0.309439,0.597887,0.779654,0.018282,0.679424,0.582135,0.084798,0.717891,0.958741,0.892673,0.811674,0.475614,0.954974,0.607923,0.967137,0.391513,0.005916,0.501900,0.359553,0.017797,0.831928,0.239205,0.150846,0.456269,0.637544,0.448654,0.522542,0.862987
0.019070,0.753796,0.097682,0.152602,0.340323,0.479682,0.222982,0.785374,0.342651,0.450753,0.812356,0.263874,0.058511,0.905836,0.456575,0.906329,0.366132,0.449661,0.066121,0.879628,0.267816,0.310291,0.489837,0.510407,0.095928,0.357840,0.410722,0.039889,0.878963,0.746472,0.040710,0.374791,0.153690,0.489855,0.333820,0.335087,0.793244,0.868817,0.962605,0.353107,0.994704,0.995679,0.107691,0.745212,0.856518,0.776505,0.382796,0.525342,0.634532,0.016637,0.694406,0.391154,0.438301,0.917144,0.592781,0.056721,0.941110,0.865897,0.036550,0.674525,0.606983,0.368403,0.012712,0.631441,0.563684,0.824456,0.127509,0.712280,0.097191,0.411157,0.267597,0.034321,0.625401,0.836425,0.419531,0.875387,0.103247,0.298333,0.244825,0.857925,0.440450,0.995149,0.664977,0.138442,0.144218,0.746813,0.911066,0.839262,0.495627,0.526062,0.368077,0.705983,0.191546,0.034729,0.913425,0.738911,0.311114,0.081321,0.069745,0.579301
0.539159,0.090260,0.761670,0.672352,0.344334,0.164099,0.457260,0.679250,0.358669,0.951690,0.634573,0.292890,0.048690,0.809014,0.270148,0.497648,0.095601,0.962176,0.303885,0.214477,0.897781,0.599006,0.300119,0.276997,0.516488,0.384410,0.374699,0.769107,0.885429,0.728528,0.537265,0.846619,0.584134,0.399261,0.412742,0.997079,0.698032,0.471314,0.570610,0.796270,0.565868,0.433618,0.868648,0.859204,0.597847,0.772650,0.857428,0.664367,0.074616,0.073116,0.215686,0.403530,0.956485,0.808875,0.193487,0.105243,0.700150,0.507201,0.329576,0.773414,0.583917,0.688076,0.609055,0.767532,0.769403,0.489989,0.605842,0.801647,0.296673,0.373456,0.969672,0.446543,0.284417,0.556513,0.042892,0.811990,0.324973,0.761614,0.497442,0.900474,0.765572,0.593737,0.453642,0.155748,0.445475,0.771873,0.045427,0.868184,0.281135,0.817518,0.107860,0.152313,0.404214,0.556767,0.954619,0.276550,0.095755,0.302428,0.702953,0.346262
0.510424,0.233251,0.456818,0.581913,0.283892,0.755497,0.403580,0.830282,0.725253,0.045248,0.424773,0.268446,0.804049,0.650050,0.768016,0.662001,0.754092,0.320074,0.991161,0.844712,0.864783,0.615255,0.973570,0.057585,0.021396,0.646515,0.748176,0.889399,0.651990,0.304146,0.446270,0.893116,0.499357,0.265138,0.432327,0.855125,0.972562,0.406152,0.436378,0.005946,0.599884,0.427672,0.876337,0.364281,0.536321,0.285622,0.830328,0.859140,0.170009,0.200910,0.423814,0.785137,0.043333,0.694167,0.847034,0.848058,0.849946,0.203678,0.627966,0.873591,0.672272,0.502230,0.514272,0.630735,0.779600,0.030652,0.094180,0.821025,0.184647,0.963879,0.284952,0.538456,0.873918,0.803138,0.898124,0.089103,0.724935,0.684094,0.486690,0.407651,0.771574,0.965643,0.036626,0.213728,0.244365,0.168041,0.948238,0.824801,0.814920,0.389101,0.730092,0.307589,0.426755,0.131738,0.950021,0.575760,0.747426,0.643869,0.236783,0.554507
0.574186,0.603558,0.120509,0.050954,0.405538,0.728347,0.718716,0.372620,0.167559,0.923102,0.788338,0.989072,0.248896,0.279739,0.119919,0.892149,0.612346,0.569168,0.608852,0.147761,0.735228,0.427528,0.703659,0.220894,0.778482,0.398671,0.189158,0.187432,0.521865,0.564966,0.581719,0.240978,0.260965,0.210155,0.144305,0.965638,0.283858,0.231063,0.886416,0.738284,0.629691,0.025689,0.554700,0.451478,0.484089,0.319006,0.669089,0.134490,0.816297,0.634115,0.123201,0.524189,0.882797,0.892656,0.679060,0.007801,0.872793,0.267850,0.729217,0.116295,0.851077,0.351494,0.964756,0.439790,0.467581,0.009095,0.631825,0.487573,0.018621,0.407568,0.289720,0.210024,0.957412,0.640613,0.204033,0.443851,0.742013,0.672288,0.952049,0.465152,0.169100,0.452536,0.296151,0.748297,0.571909,0.268946,0.309384,0.536792,0.242298,0.866289,0.243202,0.894161,0.034648,0.501561,0.894738,0.632759,0.533100,0.302442,0.503570,0.208078
0.332745,0.325936,0.310272,0.394470,0.831116,0.996252,0.660118,0.216956,0.190471,0.522188,0.562760,0.522176,0.241116,0.348608,0.233885,0.802124,0.214502,0.790196,0.532053,0.305335,0.454736,0.964556,0.092527,0.083277,0.267031,0.919702,0.463551,0.570438,0.069167,0.065403,0.011047,0.151134,0.628874,0.725245,0.087251,0.571861,0.576523,0.987663,0.268795,0.133925,0.181124,0.844473,0.570787,0.079749,0.250870,0.750255,0.732195,0.377456,0.593898,0.707052,0.697957,0.108613,0.649693,0.006927,0.441686,0.124579,0.838477,0.558402,0.377875,0.777151,0.618635,0.582641,0.680600,0.412581,0.229960,0.539929,0.185078,0.732866,0.434829,0.544502,0.600474,0.084036,0.268590,0.281341,0.493170,0.601137,0.911814,0.609504,0.719813,0.766984,0.903220,0.979505,0.730048,0.959506,0.721673,0.530070,0.243255,0.696569,0.180434,0.811920,0.676094,0.520562,0.992336,0.047496,0.714302,0.024808,0.046987,0.801392,0.285858,0.155278
0.034758,0.369247,0.781503,0.980753,0.294427,0.833386,0.107479,0.656020,0.918138,0.733987,0.463901,0.194414,0.424165,0.815963,0.626928,0.501305,0.292879,0.570298,0.828076,0.505593,0.398493,0.759851,0.815577,0.340412,0.881580,0.362615,0.790372,0.268792,0.792401,0.179503,0.731445,0.125067,0.326353,0.782055,0.149406,0.027368,0.403519,0.380921,0.595902,0.751728,0.275365,0.278590,0.979407,0.623616,0.237942,0.463720,0.605235,0.485166,0.435432,0.710485,0.739469,0.968146,0.184696,0.288586,0.592728,0.207062,0.506690,0.659925,0.032547,0.354932,0.139813,0.965536,0.110878,0.765405,0.043830,0.449924,0.150713,0.644421,0.411063,0.655052,0.223846,0.417609,0.462199,0.183763,0.155852,0.342341,0.602999,0.762120,0.810780,0.614241,0.335642,0.933634,0.482530,0.721207,0.743352,0.211001,0.795104,0.997074,0.166001,0.608745,0.316371,0.545648,0.642125,0.666179,0.113190,0.333627,0.503162,0.646278,0.813555,0.657208
0.673004,0.954348,0.568244,0.194793,0.361003,0.324648,0.981902,0.953653,0.636600,0.501258,0.819711,0.269084,0.842215,0.448334,0.657886,0.024798,0.309941,0.565182,0.893450,0.819113,0.726758,0.699304,0.452527,0.754511,0.743783,0.323412,0.259600,0.945896,0.398939,0.285467,0.028754,0.816074,0.521025,0.003096,0.790299,0.899569,0.015545,0.585996,0.509148,0.732393,0.521408,0.504026,0.613515,0.861633,0.806805,0.003179,0.713764,0.104807,0.349600,0.974254,0.326446,0.228906,0.951930,0.495945,0.847518,0.624337,0.173780,0.953378,0.932237,0.387132,0.666573,0.303056,0.527960,0.001065,0.001418,0.013858,0.413661,0.434076,0.527106,0.411504,0.291833,0.353824,0.351763,0.929874,0.483610,0.301030,0.349621,0.759994,0.279291,0.085538,0.746960,0.087690,0.452343,0.676646,0.751607,0.396739,0.870387,0.847602,0.410063,0.844968,0.989983,0.967421,0.692851,0.261597,0.838082,0.352668,0.104071,0.110967,0.890404,0.602892
