3011.186717,2566.925844,2827.018464,2822.239501,2982.422102,2944.434361,2597.302276,2994.611157,2795.564396,2850.221228,2844.218553,2833.545919,2820.011479,2537.326032,3102.986782,3177.737666,2592.416187,2536.507042,3139.913293,2921.832273,2801.172050,2750.956238,2805.831867,2986.465416,2748.794124,2819.496571,2935.241974,2909.837299,2963.314870,3123.256595,2990.114007,3184.404880,2927.771243,2772.370172,2745.307505,2926.351231,2656.281294,2931.612903,2841.222960,2834.056922,2518.487624,2774.169748,2915.791829,2872.706259,2911.519418,2719.337795,2845.205972,2809.462496,2841.981811,3128.143989,2816.126672,2618.481596,2673.840673,2857.358609,2316.676940,2934.598931,3097.386565,2758.594791,2951.833207,2940.174980,2891.459725,2403.826985,2751.963446,2821.570610,2683.934127,2782.270098,3015.496491,2721.417985,3129.323375,2570.535601,2806.990104,2900.658007,2885.814058,2901.182596,2527.352265,2718.696589,3031.492748,3114.047952,3066.802428,2934.018009,2801.089262,2886.992144,2348.661686,2492.060899,2673.350792,2992.862315,2602.656304,2818.998885,2852.026581,2654.571445,2879.950315,2740.251097,2744.314940,2628.963402,2923.693742,2386.224877,2846.217588,2846.857081,2837.461200,2901.772036
2735.304120,2301.554362,2607.586971,2605.901779,2658.168321,2750.460009,2345.630108,2627.568117,2294.370625,2715.770593,2696.971468,2575.777650,2642.726587,2396.674179,2734.967554,2662.247424,2352.524944,2263.091039,2653.610083,2735.725309,2449.209620,2331.765587,2461.580005,2661.282656,2458.185349,2619.059193,2582.229056,2311.050806,2662.455075,2649.402735,2639.257619,2608.071563,2599.697883,2651.873598,2526.645685,2544.603041,2420.115053,2613.777956,2642.688610,2563.260129,2364.699563,2458.933174,2494.974665,2623.900349,2424.251268,2625.122062,2461.703417,2614.393170,2396.520665,2812.750479,2490.028250,2357.821768,2416.436909,2435.806526,2321.206201,2474.831646,2692.678609,2504.181352,2444.412617,2686.613450,2620.294433,2050.757991,2628.481684,2576.174348,2314.622365,2623.032199,2488.339115,2522.612416,2684.795585,2214.158334,2435.889416,2579.729307,2643.651914,2444.545019,2285.110314,2580.805694,2720.600842,2671.518870,2505.618929,2513.282333,2636.341853,2574.845563,2328.414252,2300.214288,2505.011510,2578.654973,2497.734679,2507.288683,2367.898004,2524.184706,2425.299858,2394.723282,2306.946942,2282.517901,2725.150663,2541.668179,2609.356686,2572.568556,2207.759072,2521.134362
2350.389415,1870.991987,2186.139647,2096.855566,2379.501902,2311.781276,2244.140504,2432.384456,2129.854409,2231.683535,2150.669162,2239.661241,2301.129312,1965.022857,2305.176489,2342.471276,2198.518541,1969.032107,2484.935767,2267.967130,2041.314953,2116.239112,2243.050336,2395.076423,2318.988263,2143.393899,2298.061996,2303.235297,2296.730463,2420.590220,2266.986865,2589.495924,2244.498206,2295.860996,2088.946327,2294.970684,2236.020736,2215.867607,2240.234400,2251.180631,2184.717385,2371.043061,2242.113030,2457.502389,2284.594485,2207.950244,2286.854397,2188.502671,2310.031645,2284.985896,2391.280928,2303.852723,2310.462422,2200.967901,1967.285223,2237.366041,2371.649898,2120.110276,2394.206972,2137.513138,2122.836116,1805.656834,2214.315645,2215.911926,2025.343850,2233.621944,2127.671807,2033.813561,2493.347621,1881.261112,2086.552168,2315.627804,2164.020452,2366.878404,2015.495807,2085.557931,2453.700879,2299.930945,2294.649725,2222.849590,2279.424795,2263.033713,2155.657374,2063.392128,2090.577046,2352.392440,2052.948258,2102.235276,2343.060414,2246.240134,2191.443947,2078.953278,2061.249869,2152.258729,2349.659225,2109.021696,2252.868442,2177.214998,2149.458624,2240.092057
2579.529154,2052.296316,2481.161172,2375.396282,2618.521136,2623.381690,2187.183513,2621.807500,2231.278154,2420.396100,2476.662716,2286.869320,2448.455031,2221.013302,2458.732038,2688.206429,2302.575492,2055.289469,2715.931298,2358.214077,2347.393340,2230.817938,2333.877160,2525.465842,2522.899815,2201.561798,2552.122117,2343.440210,2544.261670,2611.925825,2518.928813,2655.090269,2542.807500,2519.745368,2287.700358,2430.895178,2134.012980,2411.745406,2409.502367,2516.267169,2224.004235,2400.709906,2415.679309,2340.630478,2356.174060,2318.862018,2129.241671,2431.945438,2271.320766,2709.403501,2369.218839,2362.783726,2541.136277,2320.379314,2269.000500,2177.566347,2480.746462,2290.287434,2516.700684,2508.370939,2325.895493,2125.586369,2366.409639,2495.488814,2169.861112,2401.450633,2483.497872,2481.086037,2628.023434,2143.407503,2234.327735,2401.583413,2328.851422,2457.123885,2127.896234,2269.054168,2493.867852,2422.038678,2321.892499,2435.931990,2510.528916,2419.560121,2202.428602,2133.943223,2483.617538,2481.059758,2165.220730,2394.406919,2437.061230,2265.381883,2508.599528,2244.055968,2354.206071,2110.612246,2484.214828,2216.563503,2293.290560,2270.708631,2321.534358,2112.144831
2860.466248,2217.266990,2724.052337,2578.779241,2834.884083,2588.023749,2496.221223,2836.681271,2474.902646,2781.584670,2686.041680,2637.003708,2683.778185,2484.958917,2795.033039,2828.569641,2519.128053,2381.197955,2935.648650,2687.970625,2499.157355,2378.201995,2455.728765,2775.488622,2592.751523,2508.070492,2650.287427,2688.070314,2667.958841,2785.799294,2751.887202,2802.903287,2679.878397,2775.162389,2576.510009,2714.387265,2454.265762,2683.356566,2628.588102,2504.763308,2439.341029,2658.075533,2515.992575,2711.081144,2568.162870,2523.490288,2489.450584,2595.177912,2474.403529,2814.495291,2529.834098,2463.347816,2531.644659,2650.203009,2270.252843,2476.292077,2723.038406,2601.505742,2742.695570,2738.897344,2530.746142,2295.045368,2452.512951,2584.224282,2434.037265,2674.138821,2615.187175,2542.752687,2706.678268,2437.490882,2593.461066,2783.148553,2759.242012,2641.699009,2256.206163,2443.311087,2779.114415,2863.064359,2568.883598,2680.751466,2612.269842,2708.189456,2254.357992,2476.412028,2606.425775,2822.197593,2492.321584,2576.617020,2762.999661,2475.529609,2645.951254,2405.531863,2532.403191,2240.590748,2709.981760,2484.691257,2411.296716,2485.603748,2513.944817,2656.766712
2897.280902,2496.835927,2666.313923,2752.888924,2949.884560,2995.268759,2678.548311,2909.923432,2557.605323,2653.925204,2738.441476,2766.376321,2725.161348,2672.292661,2702.404628,2840.108239,2730.211593,2528.896334,2939.100156,2696.624099,2720.020598,2852.113032,2847.866182,2825.104905,2693.501388,2658.274984,2721.893386,2706.777318,2786.588077,2816.130796,2814.602865,3149.332680,2791.113818,2720.387277,2522.102150,2876.888386,2495.963931,2850.048012,2793.425460,2900.449751,2480.849110,2764.550577,2760.331329,3005.703827,2687.039013,2636.911755,2565.614033,2616.372762,2653.509062,3017.719022,2824.239108,2661.579400,2610.782109,2688.501181,2327.515603,2838.521265,2825.674057,2741.725201,2939.545922,2919.290810,2753.651997,2197.359430,2926.294728,2852.605535,2491.957126,2838.306663,2737.292978,2659.838891,2870.044156,2437.629667,2674.514866,2707.161432,2734.326680,2967.143538,2655.971764,2843.269047,2935.817118,2979.435454,2622.551573,2773.728855,2792.741058,2813.798608,2450.960903,2540.023506,2597.549721,2844.701722,2662.036369,2748.334971,2660.543383,2778.223609,2977.465493,2699.223461,2569.075903,2464.983987,2858.374663,2470.852311,2845.542587,2761.780157,2635.232196,2683.522439
2470.879936,2074.231496,2430.576625,2348.302628,2526.657114,2727.069954,2288.640772,2673.602917,2239.832205,2420.358088,2336.042718,2395.176214,2513.554762,2277.290599,2556.152557,2588.431591,2299.817277,2072.791948,2664.229148,2398.291592,2328.949837,2283.840872,2345.059480,2566.756744,2336.566638,2423.068668,2367.524080,2297.366850,2448.879245,2403.430318,2539.456901,2672.294863,2385.540886,2546.159545,2281.147713,2523.489368,2270.035051,2443.844358,2305.951105,2301.477723,2221.707208,2415.826688,2337.514923,2522.156856,2443.913627,2248.034715,2282.026312,2360.486572,2333.974094,2449.178528,2331.631688,2449.151778,2229.148767,2536.753698,2137.674069,2318.875614,2524.712026,2380.072157,2511.295600,2420.448513,2385.690110,1911.642554,2182.445911,2566.752743,2371.991898,2430.899548,2543.277103,2323.074616,2576.730234,2129.600008,2448.123148,2569.910672,2411.049941,2463.406701,2354.716735,2248.644797,2589.531613,2610.115889,2416.445988,2437.785799,2596.145009,2430.767789,2225.232044,2256.380865,2442.058118,2556.581545,2342.344694,2371.658882,2387.964458,2441.161109,2343.270875,2325.484501,2475.342712,2193.893490,2462.860013,2198.104477,2476.883086,2292.567717,2175.900451,2424.078904
2545.329601,2226.257181,2473.846858,2432.880162,2455.201849,2590.592247,2112.846904,2612.774100,2188.177213,2497.853416,2404.462543,2484.230262,2523.770156,2174.314782,2603.338888,2491.799200,2157.959199,2162.373701,2751.781472,2540.850541,2323.801510,2419.202981,2410.707131,2526.240630,2414.933051,2494.200137,2443.815961,2390.797398,2519.887098,2496.785100,2556.004962,2646.117698,2476.261412,2487.244202,2335.210368,2572.834400,2375.377856,2350.168919,2187.155330,2507.551073,2317.180576,2428.677623,2410.588169,2488.198083,2416.541759,2169.154593,2266.636196,2383.027792,2409.917765,2726.608935,2433.267701,2369.708668,2339.551274,2375.786635,2134.178411,2433.919300,2562.931710,2337.965019,2471.569263,2457.646900,2353.624640,2013.714727,2368.778480,2456.065164,2254.240272,2411.414310,2478.186816,2331.203596,2477.807102,2085.393959,2459.924128,2744.844012,2533.242667,2541.167861,2066.798169,2273.547515,2695.074203,2441.427353,2356.660824,2436.638852,2534.129196,2389.662822,2199.177820,2102.359099,2457.904932,2555.488489,2155.667209,2479.170131,2278.724095,2303.070580,2345.205127,2297.289833,2232.773566,2089.317949,2528.546515,2213.768957,2386.946360,2426.174883,2456.672997,2493.889550
2669.066099,2004.230707,2404.384085,2528.555825,2658.350796,2632.951885,2410.509901,2613.203720,2347.926591,2369.234666,2524.485912,2497.119252,2643.149253,2331.058830,2544.782663,2824.573866,2356.890745,2214.697608,2772.152486,2474.085990,2627.051268,2435.505538,2433.376119,2703.356364,2593.504447,2541.607539,2481.647174,2573.636176,2665.692383,2674.615261,2490.174878,2850.555319,2582.958610,2640.310942,2233.771944,2628.741872,2242.793536,2506.758933,2518.231833,2514.582114,2228.622267,2665.135150,2427.022128,2468.135997,2631.090676,2378.587283,2459.215347,2425.375648,2392.252665,2745.429253,2491.046747,2385.069775,2344.188033,2560.661655,2238.853727,2618.486548,2608.425849,2475.114612,2533.695656,2504.006019,2449.194689,2181.316301,2514.879291,2480.586699,2315.073480,2478.467609,2581.961377,2441.018011,2757.318255,2130.537358,2471.354921,2501.848284,2645.044072,2559.578617,2204.141838,2380.810473,2921.077917,2607.024654,2481.112098,2547.799297,2580.375649,2483.402003,2351.743703,2366.150459,2421.897611,2687.604952,2332.060145,2526.192653,2476.098751,2403.025478,2612.759121,2321.153761,2500.773257,2474.691601,2565.837119,2297.000949,2659.334210,2571.725199,2500.641585,2482.235415
2887.272893,2377.995385,2618.789771,2626.691371,2701.222577,2865.922849,2622.632064,2744.094914,2661.586567,2564.015477,2721.433634,2694.400925,2584.838587,2319.624200,2805.090866,2695.384871,2486.554574,2284.861469,2851.508442,2793.424975,2389.775858,2609.056230,2448.208020,3097.369386,2510.605396,2623.891421,2493.765529,2655.332512,2667.302828,2673.125008,2861.462950,2977.743258,2603.927047,2870.208656,2468.602414,2745.500310,2515.004621,2649.169074,2624.943145,2512.582097,2402.393689,2584.044691,2720.762897,2710.788848,2676.467464,2468.722773,2525.571403,2737.226012,2451.323467,2588.982582,2609.924261,2636.116587,2522.139773,2657.089811,2317.909112,2607.772620,2757.434130,2606.126517,2796.007788,2647.206587,2605.782577,1995.442948,2714.198512,2685.289280,2385.497081,2644.711710,2748.251806,2499.704344,2942.499386,2247.949530,2515.447442,2897.205486,2730.475534,2588.320334,2562.557237,2565.274810,2783.617522,2712.020698,2651.043924,2572.323621,2805.982597,2682.639921,2290.610038,2662.214931,2497.529634,2740.246703,2574.943326,2623.438956,2700.892503,2627.378384,2659.120267,2476.166229,2363.225674,2451.032107,2810.796646,2463.460168,2762.938671,2541.823418,2534.978128,2666.126700
