0.795078,0.432867,0.213482,0.177772,0.733213,0.569140,0.369260,0.557416,0.171052,0.994251,0.593776,0.309205,0.077819,0.283122,0.492587,0.771798,0.357451,0.300419,0.708466,0.892723,0.052066,0.954281,0.450926,0.959307,0.019101,0.104830,0.399871,0.047967,0.825198,0.756931,0.091541,0.671728,0.290093,0.314314,0.134757,0.251166,0.312256,0.315844,0.816926,0.337646,0.426852,0.459487,0.472166,0.392510,0.796163,0.286539,0.506023,0.793360,0.098223,0.826308,0.175028,0.531825,0.632124,0.137072,0.334176,0.544549,0.164266,0.149722,0.052207,0.448724,0.352993,0.872749,0.394063,0.533293,0.319354,0.773916,0.633174,0.343147,0.160382,0.195291,0.845389,0.005105,0.066534,0.111494,0.086291,0.855968,0.106019,0.027152,0.873719,0.183707,0.828741,0.730416,0.832394,0.987013,0.043595,0.299368,0.305260,0.861810,0.890198,0.776859,0.657087,0.254716,0.548872,0.901170,0.222452,0.167280,0.223573,0.792714,0.433722,0.482582,0.650148,0.532906,0.837602,0.233747,0.284356,0.030660,0.333723,0.525070,0.364196,0.354877,0.013671,0.734649,0.545845,0.096026,0.701717,0.034016,0.806044,0.401742,0.057401,0.642242,0.813992,0.171230,0.691278,0.080448,0.427472,0.347480,0.911999,0.336578,0.934971,0.800135,0.549766,0.630056,0.864529,0.888301,0.044556,0.725747,0.047278,0.566304,0.217097,0.472365,0.628752,0.861644,0.496091,0.892057,0.245570,0.046975,0.250037,0.370843,0.568309,0.936473,0.312831,0.002993,0.442893,0.390571,0.563612,0.935624,0.750812,0.131353,0.150891,0.619689,0.989324,0.374644,0.288364,0.526050,0.497755,0.462954,0.150714,0.760263,0.114500,0.364561,0.150296,0.948073,0.686075,0.868468,0.477048,0.190360,0.916858,0.012662,0.395001,0.452120,0.828039,0.570347,0.726915,0.871687,0.237853,0.251969,0.802901,0.026162,0.354883,0.071221,0.923189,0.140779,0.411725,0.909267,0.619652,0.941956,0.016464,0.941573,0.735926,0.234691
0.989971,0.266354,0.019644,0.555301,0.703614,0.131473,0.312427,0.581371,0.736444,0.372349,0.701975,0.595565,0.417086,0.483334,0.538591,0.362224,0.875170,0.470922,0.947165,0.636847,0.616124,0.978508,0.256669,0.602902,0.143373,0.507782,0.190636,0.061088,0.476908,0.373992,0.232651,0.101972,0.927183,0.901405,0.482996,0.009046,0.883510,0.786876,0.214192,0.666558,0.959716,0.230529,0.337714,0.706041,0.214669,0.689325,0.791966,0.938987,0.620599,0.951755,0.148919,0.867381,0.831956,0.730583,0.040426,0.418741,0.303250,0.737631,0.614620,0.507980,0.182704,0.260743,0.735609,0.294238,0.349185,0.781597,0.186635,0.107158,0.450486,0.028114,0.013730,0.470774,0.177224,0.970118,0.553399,0.068894,0.423193,0.337029,0.777313,0.745471,0.730194,0.393478,0.136082,0.187177,0.800896,0.459845,0.034224,0.446402,0.297751,0.024912,0.021917,0.373191,0.775775,0.048249,0.563851,0.346734,0.743517,0.666686,0.778261,0.654527,0.630368,0.140051,0.832005,0.504918,0.688534,0.140270,0.062415,0.481967,0.437492,0.786692,0.541092,0.950749,0.554337,0.131504,0.266538,0.454534,0.064870,0.592989,0.741572,0.872267,0.474568,0.130272,0.951780,0.368495,0.289489,0.202285,0.923575,0.616869,0.150853,0.032463,0.457309,0.271453,0.910766,0.490758,0.740223,0.995940,0.314881,0.952318,0.731983,0.232515,0.689408,0.864294,0.041651,0.727729,0.392558,0.968109,0.188653,0.498799,0.228853,0.393999,0.888597,0.967886,0.714855,0.611972,0.048351,0.047381,0.786864,0.679525,0.696544,0.836493,0.624116,0.906981,0.507745,0.463962,0.606121,0.385665,0.194092,0.947311,0.996487,0.081891,0.932547,0.082364,0.845668,0.204911,0.725348,0.640130,0.712220,0.750235,0.476051,0.464107,0.791203,0.121042,0.640744,0.574036,0.326061,0.742967,0.538628,0.243727,0.392854,0.722708,0.336757,0.566654,0.668579,0.039475,0.919832,0.608819,0.842616,0.146263,0.416436,0.387404
0.350259,0.880131,0.302419,0.845697,0.276230,0.311501,0.407241,0.442761,0.475879,0.730696,0.375642,0.037903,0.494453,0.310227,0.887699,0.601058,0.446787,0.511381,0.985935,0.546683,0.882146,0.498192,0.022763,0.670122,0.710225,0.830015,0.030285,0.494003,0.894289,0.415844,0.360254,0.602698,0.343836,0.478994,0.954656,0.209912,0.929362,0.255605,0.272042,0.073670,0.461432,0.762362,0.314269,0.946124,0.441994,0.203938,0.037828,0.677073,0.289343,0.606949,0.426307,0.287688,0.588790,0.740853,0.033543,0.219076,0.043273,0.690954,0.928948,0.861162,0.154493,0.209464,0.814975,0.515787,0.300973,0.370491,0.207142,0.044248,0.659381,0.014786,0.777054,0.449292,0.536234,0.237366,0.456060,0.141296,0.230800,0.005789,0.923379,0.145629,0.150931,0.164936,0.793619,0.725635,0.599665,0.430387,0.697127,0.433973,0.536846,0.535646,0.002153,0.935624,0.548302,0.557469,0.905065,0.273738,0.523028,0.471911,0.289298,0.084401,0.216514,0.132716,0.228727,0.823565,0.204054,0.986963,0.230139,0.825569,0.671876,0.892145,0.984615,0.212753,0.200701,0.981678,0.022996,0.652922,0.649650,0.149150,0.025517,0.624371,0.540369,0.720917,0.665974,0.026045,0.665139,0.690444,0.428363,0.168459,0.332503,0.108909,0.518409,0.123656,0.338415,0.358063,0.297033,0.535787,0.380692,0.843903,0.937398,0.436768,0.309894,0.355292,0.584293,0.694063,0.406267,0.349434,0.341340,0.387256,0.995087,0.008239,0.735377,0.621178,0.696706,0.793993,0.028277,0.284309,0.301772,0.458723,0.752373,0.244183,0.750216,0.758902,0.165022,0.894765,0.393120,0.253969,0.234628,0.143715,0.094061,0.806487,0.996419,0.781121,0.377041,0.678127,0.075695,0.466558,0.640209,0.995289,0.240684,0.030441,0.581861,0.205375,0.244294,0.423045,0.975499,0.923982,0.318684,0.130143,0.556239,0.725634,0.459539,0.436826,0.466574,0.175583,0.107273,0.439187,0.048188,0.469870,0.903259,0.959659
0.573848,0.085099,0.480155,0.619123,0.680097,0.681328,0.960527,0.516283,0.792083,0.268411,0.442099,0.603817,0.858609,0.888986,0.431636,0.051918,0.382582,0.724406,0.905750,0.349326,0.573844,0.368177,0.603556,0.912346,0.056066,0.700441,0.550935,0.850885,0.722822,0.528642,0.818977,0.335543,0.372800,0.018456,0.980483,0.423109,0.426999,0.671408,0.240173,0.331090,0.156748,0.836852,0.876749,0.530830,0.629801,0.139328,0.516421,0.166554,0.174513,0.814599,0.624634,0.631200,0.400282,0.401597,0.007631,0.578586,0.488244,0.522224,0.898895,0.275874,0.047627,0.576409,0.929247,0.267236,0.674520,0.405548,0.939491,0.428469,0.232906,0.213227,0.046512,0.264822,0.823197,0.595094,0.022968,0.794153,0.724551,0.595763,0.308328,0.358339,0.723408,0.163007,0.469278,0.067960,0.694978,0.329600,0.087546,0.507912,0.764484,0.123203,0.226381,0.967935,0.603167,0.681453,0.926529,0.934684,0.688719,0.509472,0.731905,0.209291,0.725672,0.774115,0.191275,0.620897,0.477043,0.882185,0.846880,0.409503,0.397532,0.632591,0.016585,0.828341,0.033253,0.428050,0.776599,0.355658,0.601552,0.943746,0.726035,0.255221,0.896566,0.247863,0.966523,0.015507,0.770888,0.149341,0.189136,0.092847,0.133296,0.487800,0.532893,0.127353,0.583913,0.333307,0.423152,0.229611,0.022008,0.631428,0.463793,0.220154,0.039888,0.976364,0.643358,0.351421,0.287667,0.157359,0.976069,0.435763,0.421130,0.582900,0.227956,0.129630,0.344042,0.678797,0.656592,0.931232,0.589446,0.502372,0.258810,0.237090,0.414682,0.217420,0.635288,0.701348,0.994192,0.814387,0.380045,0.711680,0.624781,0.031087,0.752543,0.550802,0.653218,0.516187,0.881882,0.698716,0.048152,0.692296,0.949868,0.698682,0.060494,0.034444,0.640999,0.496395,0.286908,0.856153,0.914093,0.680893,0.681389,0.476687,0.401856,0.952237,0.646215,0.885052,0.647220,0.089296,0.576768,0.837874,0.273146,0.230039
0.817383,0.321697,0.545390,0.100847,0.655564,0.750825,0.454683,0.992652,0.987313,0.952522,0.813334,0.065637,0.260118,0.624421,0.812378,0.350432,0.586575,0.426067,0.938914,0.930381,0.108077,0.786242,0.861394,0.417216,0.625270,0.156317,0.919871,0.207501,0.936061,0.247588,0.940112,0.211244,0.299557,0.658352,0.980427,0.722609,0.494563,0.405305,0.502018,0.037852,0.232776,0.863423,0.506839,0.408442,0.262022,0.131811,0.002821,0.001404,0.371130,0.268752,0.580466,0.190361,0.884703,0.809912,0.224007,0.863695,0.874884,0.385203,0.939992,0.053644,0.642419,0.675113,0.101783,0.304675,0.336486,0.508457,0.894313,0.795698,0.647966,0.042182,0.680205,0.622220,0.664734,0.534486,0.236441,0.283729,0.479037,0.612835,0.194997,0.782383,0.890526,0.146826,0.530145,0.610581,0.044495,0.172798,0.241401,0.592975,0.325395,0.104404,0.201857,0.932973,0.974230,0.946921,0.719340,0.132664,0.188166,0.117368,0.459196,0.002120,0.360273,0.759915,0.462535,0.233461,0.001188,0.202806,0.463733,0.426672,0.469445,0.487900,0.499043,0.323806,0.916900,0.016287,0.134412,0.866876,0.850340,0.287997,0.813715,0.190530,0.037143,0.180973,0.222138,0.966711,0.708273,0.108825,0.258271,0.504937,0.483950,0.136694,0.300459,0.199533,0.374133,0.165547,0.179835,0.795834,0.979804,0.816654,0.851752,0.042703,0.160999,0.258262,0.278603,0.886990,0.039468,0.704480,0.587229,0.345978,0.250263,0.021740,0.761645,0.989550,0.400768,0.272410,0.583055,0.842792,0.627951,0.000104,0.047627,0.705964,0.639270,0.875244,0.331163,0.689349,0.813516,0.361076,0.304919,0.458980,0.363965,0.461439,0.229206,0.453623,0.122512,0.900677,0.403522,0.011765,0.188447,0.759892,0.337414,0.785029,0.807592,0.906034,0.405088,0.468014,0.842518,0.825367,0.176344,0.810185,0.475637,0.812745,0.184293,0.010912,0.446215,0.243714,0.511156,0.231856,0.111657,0.356122,0.891673,0.810334
0.649484,0.736485,0.119454,0.674649,0.450657,0.741237,0.153106,0.905481,0.431394,0.041694,0.480191,0.146307,0.172752,0.370768,0.497580,0.322281,0.457018,0.547496,0.725981,0.741553,0.531680,0.973530,0.556116,0.758983,0.829638,0.815473,0.509228,0.371929,0.623668,0.184104,0.923042,0.416980,0.723549,0.916155,0.621455,0.739014,0.538136,0.780993,0.698407,0.645585,0.958586,0.436226,0.616544,0.872304,0.086719,0.406314,0.958163,0.028057,0.895391,0.482929,0.264304,0.553499,0.456234,0.183952,0.928382,0.127360,0.902093,0.258298,0.698816,0.057487,0.312855,0.162082,0.912035,0.023401,0.723063,0.290429,0.908905,0.540697,0.128593,0.641791,0.486592,0.067866,0.571225,0.930483,0.582909,0.119382,0.083981,0.397927,0.533677,0.932370,0.995820,0.844377,0.612204,0.020801,0.186939,0.317459,0.153985,0.709904,0.294308,0.232753,0.415455,0.795910,0.755569,0.415151,0.663168,0.523486,0.645632,0.370003,0.691134,0.136368,0.634966,0.688076,0.200254,0.334544,0.993597,0.596970,0.630992,0.525254,0.293763,0.276077,0.555476,0.948532,0.833111,0.112510,0.614863,0.653027,0.329761,0.183265,0.455788,0.841728,0.490796,0.762645,0.132584,0.617779,0.892220,0.279161,0.551621,0.829858,0.509719,0.423400,0.072037,0.666570,0.764417,0.126081,0.652188,0.638247,0.484775,0.286745,0.090650,0.483116,0.751719,0.840926,0.734920,0.073515,0.254667,0.078386,0.540021,0.281994,0.474840,0.163670,0.977860,0.433194,0.147646,0.517966,0.915912,0.575174,0.971406,0.028624,0.422106,0.227520,0.832285,0.394077,0.197178,0.755485,0.954890,0.813335,0.347578,0.704362,0.165196,0.542227,0.029529,0.221411,0.372614,0.465915,0.257502,0.522078,0.421570,0.008070,0.932954,0.361405,0.281728,0.298184,0.492724,0.134487,0.975893,0.524842,0.401500,0.884271,0.909258,0.854718,0.478421,0.052150,0.683786,0.274573,0.159391,0.570439,0.839685,0.206980,0.622599,0.572551
0.486616,0.033843,0.288828,0.850712,0.554834,0.543665,0.264103,0.760171,0.112747,0.688887,0.098169,0.151555,0.266024,0.652567,0.045762,0.546810,0.312445,0.071259,0.847195,0.781110,0.687408,0.676133,0.789745,0.521027,0.682258,0.568270,0.344122,0.195303,0.590333,0.699542,0.666356,0.277732,0.484420,0.363237,0.911472,0.062037,0.576347,0.235316,0.580467,0.230077,0.980784,0.153481,0.081161,0.614396,0.620195,0.828194,0.392456,0.827644,0.766573,0.184998,0.513337,0.967564,0.970518,0.248154,0.137335,0.771467,0.564295,0.766789,0.989966,0.117752,0.039918,0.478072,0.747362,0.956237,0.801690,0.618339,0.540422,0.539162,0.206165,0.389739,0.080180,0.074735,0.958450,0.482416,0.760033,0.224583,0.728313,0.885874,0.292264,0.397392,0.596036,0.976457,0.078894,0.616147,0.699632,0.707470,0.542739,0.664908,0.250455,0.409808,0.148155,0.007319,0.738468,0.330074,0.422858,0.923672,0.349447,0.686996,0.667499,0.814073,0.393752,0.977279,0.870798,0.382859,0.970582,0.161225,0.340321,0.288408,0.317216,0.987670,0.340273,0.292408,0.800592,0.743842,0.247829,0.080769,0.823721,0.504652,0.018265,0.601086,0.995759,0.909484,0.962687,0.660720,0.118515,0.577933,0.648665,0.581959,0.517926,0.276059,0.613458,0.423081,0.160259,0.822461,0.264023,0.316900,0.156772,0.104894,0.495227,0.568475,0.652989,0.071030,0.951272,0.538815,0.688590,0.987820,0.963317,0.123557,0.065071,0.073312,0.458256,0.367299,0.597415,0.850584,0.673142,0.743773,0.145310,0.548775,0.014684,0.445151,0.830050,0.762818,0.071537,0.632852,0.810383,0.675586,0.016853,0.572236,0.245166,0.667378,0.398042,0.356387,0.227664,0.370307,0.329582,0.527736,0.244983,0.155719,0.697010,0.578292,0.155217,0.102505,0.136727,0.481309,0.379937,0.085533,0.058630,0.755456,0.006384,0.570985,0.719877,0.525819,0.907230,0.124773,0.407859,0.772994,0.696224,0.685560,0.112687,0.201972
0.921022,0.795535,0.054714,0.123711,0.957386,0.719311,0.196407,0.898972,0.996529,0.402474,0.463713,0.873611,0.530285,0.617222,0.925776,0.840420,0.776476,0.238522,0.540490,0.431740,0.685332,0.892429,0.462391,0.008738,0.452419,0.976758,0.252851,0.288712,0.626736,0.802469,0.395710,0.412943,0.078725,0.994349,0.530735,0.545671,0.169988,0.184248,0.609753,0.735458,0.007634,0.557306,0.088636,0.805598,0.476658,0.605580,0.742183,0.529058,0.186721,0.120511,0.467245,0.226824,0.240009,0.494820,0.498529,0.648981,0.632963,0.205429,0.142590,0.801035,0.682649,0.130605,0.094334,0.071721,0.356735,0.272357,0.081138,0.833551,0.475319,0.390221,0.631810,0.546479,0.467889,0.816219,0.158394,0.354928,0.574353,0.847869,0.854981,0.035487,0.792430,0.899312,0.501289,0.519155,0.931222,0.123223,0.803941,0.272044,0.924902,0.345261,0.791490,0.897401,0.844481,0.776672,0.304441,0.082420,0.652864,0.791668,0.650471,0.939956,0.777947,0.507451,0.184380,0.156426,0.813741,0.961460,0.352625,0.479408,0.485370,0.921299,0.945871,0.506256,0.877358,0.622575,0.728206,0.685858,0.632066,0.807787,0.124457,0.907139,0.895446,0.070871,0.917361,0.969068,0.408568,0.066023,0.909775,0.461649,0.813093,0.152966,0.185140,0.732062,0.682473,0.695914,0.694014,0.107260,0.419287,0.832763,0.377535,0.764696,0.633121,0.927040,0.176876,0.039258,0.590492,0.751923,0.421283,0.687291,0.447406,0.908877,0.004870,0.569606,0.217812,0.788380,0.608345,0.888178,0.664600,0.400509,0.460339,0.534551,0.205737,0.427841,0.927679,0.865701,0.825438,0.983921,0.802959,0.441601,0.610422,0.803080,0.058170,0.295179,0.877905,0.959773,0.128123,0.936754,0.096958,0.241815,0.664653,0.986339,0.269107,0.583694,0.646129,0.297753,0.879179,0.655871,0.999482,0.360553,0.153066,0.480056,0.630855,0.286089,0.997799,0.967462,0.113182,0.140531,0.425293,0.025678,0.801254,0.745983
0.708492,0.353587,0.447646,0.054617,0.909954,0.848737,0.379366,0.909774,0.943969,0.197720,0.060791,0.385129,0.976339,0.342384,0.735741,0.984050,0.615235,0.517338,0.428529,0.613290,0.695368,0.387735,0.816574,0.298628,0.405407,0.780988,0.159593,0.895177,0.816510,0.822294,0.285945,0.932603,0.485926,0.704494,0.910745,0.248671,0.068996,0.558938,0.156787,0.369150,0.993185,0.534334,0.521306,0.010961,0.120546,0.572303,0.008259,0.891730,0.472883,0.059752,0.489827,0.627318,0.582586,0.306489,0.423158,0.324882,0.306549,0.377564,0.261583,0.757843,0.291737,0.064608,0.142025,0.819502,0.271485,0.358857,0.866344,0.401628,0.249935,0.067618,0.349551,0.916934,0.041388,0.994387,0.149360,0.604949,0.415684,0.936919,0.860901,0.375467,0.947201,0.765508,0.145654,0.044826,0.743084,0.033773,0.687619,0.768154,0.603311,0.003069,0.838810,0.910336,0.395159,0.473154,0.963393,0.405728,0.510683,0.680353,0.068737,0.037098,0.969671,0.529563,0.422892,0.141970,0.399782,0.050785,0.428191,0.323979,0.323036,0.426609,0.353179,0.471799,0.327682,0.316416,0.952177,0.994730,0.965071,0.708741,0.373107,0.276918,0.114463,0.753433,0.387283,0.476214,0.832187,0.673908,0.825761,0.692215,0.754632,0.922559,0.793685,0.466769,0.100524,0.967105,0.991284,0.228574,0.292828,0.748363,0.919296,0.605177,0.808560,0.788441,0.276990,0.742693,0.225257,0.135992,0.781707,0.672818,0.639651,0.146210,0.128033,0.594981,0.859954,0.927301,0.916155,0.032599,0.768837,0.027515,0.592956,0.534265,0.468500,0.873402,0.896408,0.434455,0.727354,0.548356,0.610115,0.045550,0.353368,0.977122,0.336867,0.705352,0.826725,0.718613,0.681163,0.575949,0.787139,0.636926,0.062044,0.181200,0.896728,0.871744,0.985163,0.870235,0.985992,0.212645,0.222984,0.419477,0.701129,0.364195,0.294466,0.148281,0.390557,0.044977,0.751307,0.596240,0.696602,0.141973,0.304969,0.997866
0.198146,0.567251,0.304832,0.776379,0.382277,0.943031,0.559544,0.215605,0.176719,0.787736,0.515599,0.830277,0.944508,0.066820,0.394346,0.870766,0.524267,0.311843,0.947320,0.042516,0.816768,0.496563,0.239898,0.245956,0.396743,0.160489,0.154819,0.161621,0.800532,0.875248,0.814502,0.855457,0.610351,0.887584,0.267716,0.788360,0.235661,0.649650,0.056830,0.236246,0.005566,0.444398,0.409888,0.048771,0.503987,0.954794,0.048926,0.986873,0.545795,0.301236,0.155037,0.537403,0.588289,0.231145,0.010478,0.240743,0.370916,0.535191,0.902392,0.879699,0.539819,0.833811,0.518698,0.033727,0.044063,0.893517,0.228092,0.641367,0.401806,0.554455,0.209668,0.188496,0.886185,0.614406,0.200170,0.744495,0.462457,0.864588,0.278236,0.860285,0.953681,0.939708,0.346487,0.312591,0.877927,0.160066,0.724657,0.694653,0.529481,0.360931,0.425115,0.419530,0.708741,0.047061,0.464716,0.732974,0.619366,0.703631,0.557249,0.329515,0.866811,0.134072,0.082376,0.819608,0.850631,0.012669,0.027213,0.841012,0.099607,0.453696,0.233946,0.789478,0.619617,0.972226,0.219620,0.700513,0.557565,0.037030,0.932590,0.151869,0.662924,0.797577,0.109570,0.748495,0.974447,0.579000,0.903775,0.217070,0.048584,0.048864,0.670022,0.449700,0.503985,0.344233,0.870121,0.363283,0.722218,0.746505,0.850119,0.361128,0.125501,0.507467,0.244736,0.710257,0.697806,0.580652,0.249622,0.762040,0.601817,0.152796,0.288815,0.082229,0.746181,0.607397,0.360138,0.661369,0.741411,0.423578,0.929204,0.489486,0.661791,0.006900,0.038761,0.743349,0.340355,0.192852,0.709746,0.008231,0.659847,0.653798,0.330559,0.823074,0.909698,0.891899,0.113276,0.642149,0.618947,0.633071,0.732987,0.864585,0.963374,0.917639,0.830412,0.618207,0.003524,0.706786,0.998529,0.687614,0.196109,0.963722,0.988575,0.834913,0.180514,0.382656,0.230093,0.218133,0.183687,0.989367,0.348686,0.314798
